time,alert_status,blocker_violations,bugs,class_complexity,classes,code_smells,comment_lines,comment_lines_density,commit.id,complexity,complexity_in_classes,complexity_in_functions,confirmed_issues,coverage,critical_violations,development_cost,directories,duplicated_blocks,duplicated_files,duplicated_lines,duplicated_lines_density,effort_to_reach_maintainability_rating_a,false_positive_issues,file_complexity,file_complexity_distribution,files,function_complexity,function_complexity_distribution,functions,info_violations,last_commit_date,line_coverage,lines,lines_to_cover,major_violations,minor_violations,ncloc,ncloc_language_distribution,open_issues,quality_gate_details,quality_profiles,reliability_rating,reliability_remediation_effort,reopened_issues,security_rating,security_remediation_effort,skipped_tests,sqale_debt_ratio,sqale_index,sqale_rating,statements,test_errors,test_execution_time,test_failures,test_success_density,tests,uncovered_lines,url,violations,vulnerabilities,wont_fix_issues
2013-04-13T04:47:32Z,0,12,380,7.9,717,1005,11313,21.7,7e48523b520afee8e727d1e1aaab801a3bd80f06,5670,5670,5555,0,0,367,0,62,58,39,1449,1.9,0,0,10,0,565,1.5,0,3656,12,1.36583E+12,0,76354,21367,585,445,40842,0,1421,0,0,5,5174,0,2,505,,0.7,8055,1,14371,,,,,,21367,https://github.com/apache/giraph.git,1421,36,0
2012-01-29T08:35:24Z,0,10,167,15,157,553,1235,9.5,04c5b3c2a59662a6b2b2629999a5c0ceb8e03a98,2358,2358,2344,0,0,112,0,46,10,8,94,0.5,0,0,17.3,0,136,1.7,0,1389,28,1.30903E+12,0,18813,6164,279,317,11765,0,746,0,0,5,2212,0,5,405,,0.9,3273,1,5095,,,,,,6164,https://github.com/apache/gora.git,746,26,0
2011-07-21T15:23:55Z,0,91,3158,19.1,1534,8520,29190,20.3,4b113022be0e682f16b0af36cb53644a52a1fc4c,29353,29353,28516,0,0,1172,0,126,178,87,3329,1.7,0,0,26.4,0,1111,1.9,0,14695,362,1.31124E+12,0,194855,69839,6925,3377,114852,0,11927,0,0,5,42327,0,2,2755,,1.6,54557,1,58653,,,,,,69839,https://github.com/apache/groovy.git,11927,249,0
2013-01-28T20:06:54Z,0,329,6786,13.2,3836,20788,62245,16.5,8fbd78d62ca30c43328b58a2d8f529cd1bd775b4,51272,50640,50033,0,0,3894,0,237,1704,392,27495,5.5,0,0,23,0,2227,2,,24483,387,1.35935E+12,0,498195,201738,12232,11677,315635,0,28519,0,0,5,83664,0,5,14045,,1.7,160455,1,155730,,,,,,201738,https://github.com/apache/hadoop.git,28519,945,0
2013-02-14T19:47:30Z,0,374,9260,12.1,6992,27476,92045,14,f982192aa2b2ed1075d4aab3ba0bffe54aaacde2,84314,84314,82172,0,0,5382,0,529,2791,688,46582,5.3,0,0,19.8,0,4268,1.7,0,48541,728,1.36021E+12,0,874129,334132,15823,15465,567460,0,37772,0,0,5,118486,0,5,19770,,1.4,233922,1,251597,,,,,,334132,https://github.com/apache/hadoop-common.git,37772,1036,0
2010-08-17T05:28:04Z,0,78,1698,16.6,731,5363,13340,15.2,45447f7b8dfa3dbf2c7c00e51341192dbe05ea3d,12101,12101,11952,0,0,995,0,46,498,56,5725,5.1,0,0,29.7,0,407,2.3,0,5189,61,1.27844E+12,0,111333,48719,3276,3027,74232,0,7437,0,0,5,19570,0,2,4910,,1.8,39664,1,38672,,,,,,48719,https://github.com/apache/hadoop-hdfs.git,7437,376,0
2010-08-17T05:28:09Z,0,164,3323,12,2248,10651,33116,16.1,07b1fb044167c38ee5c5d39a9e3c2cbae29dcbf7,26884,26884,26240,0,0,1885,0,148,660,222,14701,5.4,0,0,21.1,0,1274,2,0,13392,276,1.28198E+12,0,273589,108122,5675,6351,172077,0,14351,0,0,5,41519,0,5,5525,,1.5,76953,1,81189,,,,,,108122,https://github.com/apache/hadoop-mapreduce.git,14351,377,0
2012-06-14T05:36:56Z,0,6,170,11.3,145,512,1571,14.4,266461ae2de8d2f5897d416105ff0594cdf5c101,1641,1641,1635,0,0,87,0,14,12,3,141,0.9,0,0,15.8,0,104,1.7,0,979,18,1.30918E+12,0,15827,5499,297,291,9340,0,699,0,0,5,1991,0,2,335,,1.2,3431,1,4333,,,,,,5499,https://github.com/apache/hama.git,699,17,0
2010-03-30T20:15:21Z,0,0,0,,,0,,,6295af6e3a06e1f190116bb12d7f1fb9a8dfa478,,,,0,,0,0,,0,0,0,,0,0,,,,,,,0,,,,,0,0,,,0,0,,1,0,0,1,0,,0,0,1,,,,,,,,https://github.com/apache/harmony.git,0,0,0
2014-05-31T22:24:06Z,0,450,8882,20.7,5270,53589,90470,13.3,7257dbc58fe27ec3b1b573707bb0a8f6fde3d462,109311,109311,106398,0,0,5200,0,281,5705,473,128258,15.2,0,0,51.6,0,2118,1.9,0,56797,730,1.40158E+12,0,845270,339311,23138,34447,588525,0,63965,0,0,5,129290,0,5,20485,,1.9,329405,1,277794,,,,,,339311,https://github.com/apache/hbase.git,63965,1494,0
2011-06-16T16:15:49Z,0,8,157,15.5,82,609,1100,11.6,abb79a3450be9871d47b93b64895e227015d8fb8,1269,1269,1260,0,0,113,0,18,42,7,556,4.2,0,0,17.9,0,71,2.2,0,567,8,1.30395E+12,0,13142,5143,217,429,8393,0,775,0,0,5,1766,0,2,140,,1.7,4351,1,4291,,,,,,5143,https://github.com/apache/hcatalog.git,775,9,0
2014-03-17T17:29:17Z,0,54,1580,10.8,849,6802,17794,21.2,fc4f947a818a1cc7dd656613b7e8b586f92ec0f6,9160,9160,8970,0,0,1237,0,63,569,139,9478,9.2,0,0,14.5,0,633,2.2,0,4133,391,1.39484E+12,0,103012,42948,2972,3957,66240,0,8611,0,0,5,16593,0,2,2880,,2.2,44466,1,34121,,,,,,42948,https://github.com/apache/helix.git,8611,229,0
2011-01-14T12:18:11Z,0,0,17,13.3,59,141,76,1.7,c762fe7ff95d0237e7062172f9beecdf31ba1751,785,785,779,0,0,24,0,10,4,3,282,4.2,0,0,16.4,0,48,1.7,0,471,1,1.29475E+12,0,6677,2373,68,67,4457,0,160,0,0,3,159,0,2,20,,0.7,893,1,2001,,,,,,2373,https://github.com/apache/httpasyncclient.git,160,2,0
2014-06-30T08:19:48Z,0,28,1378,11.5,798,2643,11603,13.9,bdece24976e632db6a7f0720927d1ad2b44f8130,9212,9212,9034,0,0,906,0,80,627,112,8871,7.2,0,0,12.9,0,716,1.6,0,5760,245,1.40355E+12,0,123653,42634,1904,1033,71615,0,4116,0,0,5,23370,0,5,2385,,1.5,32688,1,32977,,,,,,42634,https://github.com/apache/httpclient.git,4116,95,0
2014-09-18T07:37:40Z,0,28,1450,11,697,1984,10313,15.3,13cec8c978ee542a3dcd5f86bbd785315b2d519d,7690,7690,7522,0,0,583,0,71,718,135,10678,10.4,0,0,12.1,0,635,1.5,0,4980,252,1.41079E+12,0,102559,33162,2040,559,57011,0,3462,0,0,5,23562,0,2,535,,1.5,25194,1,26859,,,,,,33162,https://github.com/apache/httpcore.git,3462,28,0
2010-11-10T03:56:53Z,0,26,422,6.6,482,1067,978,4.1,c62c29933f2613d13006f77f9a6ef98af0fe1664,3176,3176,2683,0,0,287,0,74,242,44,3546,10.5,0,0,8.5,0,373,1.4,0,1908,41,1.28936E+12,0,33617,12523,779,493,23115,0,1626,0,0,5,5950,0,2,1445,,1.5,10439,1,10010,,,,,,12523,https://github.com/apache/incubator-asterixdb-hyracks.git,1626,137,0
2017-01-19T15:49:18Z,0,18,1260,11.8,629,2654,5371,7.8,e48bd3558a81e0d4c104f315e623ed0f6200d169,9909,7421,9634,0,0,839,0,151,269,91,4325,4.6,0,0,18,0,555,1.8,,5216,100,1.48419E+12,0,93903,31503,1825,1260,63266,0,4042,0,0,5,17670,0,5,2080,,1.4,25899,1,29799,,,,,,31503,https://github.com/apache/incubator-atlas.git,4042,128,0
2016-06-08T20:04:25Z,0,19,1829,7,2421,4441,25419,16.3,99a04ab8b0107fbfb40d796d51df3d77aba914ba,17064,17064,15773,0,0,1144,0,107,393,161,9036,4.2,0,0,16.7,0,1023,1.3,0,12323,159,1.46526E+12,0,215391,69097,2475,2527,130932,0,6324,0,0,5,31986,0,2,670,,1.2,45273,1,44535,,,,,,69097,https://github.com/apache/incubator-beam.git,6324,54,0
2015-07-02T23:44:14Z,0,56,4833,15.5,3209,21981,19592,8.1,6ae73427fea1a372eadaa581c81283946dc0efe2,49872,49872,48292,0,0,2288,0,147,2410,265,175971,58.4,0,0,50.4,0,990,2.1,0,23186,58,1.4356E+12,0,301170,129225,9412,15808,223196,0,27622,0,0,5,74993,0,5,8575,,2,132254,1,109978,,,,,,129225,https://github.com/apache/incubator-blur.git,27622,808,0
2015-09-04T13:27:42Z,0,118,2944,11.5,3328,16132,22711,9.2,aaf97039ab33c2b489479fe9fd2c21732731c277,38314,38314,35407,0,0,3198,0,456,416,229,7163,2.1,0,0,16.4,0,2334,1.6,0,22177,1861,1.44137E+12,0,344678,117791,9461,5149,224807,0,19787,0,0,5,42809,0,5,16000,,1.5,100756,1,91423,,,,,,117791,https://github.com/apache/incubator-brooklyn.git,19787,711,0
2016-09-26T08:26:36Z,0,19,812,15.6,602,2066,11320,17.8,7fa00c3618b7f92bf00c9836cd265e9d1343bcfb,9364,9364,9272,0,0,533,0,167,175,64,3919,4.1,0,0,16.7,0,561,1.8,0,5178,70,1.47458E+12,0,96438,30776,1136,1196,52350,0,2954,0,0,5,9854,0,5,1045,,1,15671,1,23956,,,,,,30776,https://github.com/apache/incubator-carbondata.git,2954,76,0
2017-02-25T00:54:11Z,0,6,511,10.4,309,1528,5390,17.8,c53c1b97168cef6f19b24f1b7655e1642b12b6d5,3217,3217,3170,0,0,252,0,47,344,50,6019,13.9,0,0,12.9,0,250,2,0,1594,11,1.48703E+12,0,43377,13721,722,1091,24938,0,2082,0,0,5,7827,0,2,480,,1.6,11924,1,10898,,,,,,13721,https://github.com/apache/incubator-datafu.git,2082,43,0
2017-01-11T07:23:56Z,0,36,957,12.3,746,2777,8431,11.2,1884bfa6491fae07e9e62d563575e16bbefcf0f4,9156,9156,7860,0,0,450,0,105,235,49,3289,3.3,0,0,15.8,0,581,1.6,0,4779,42,1.48403E+12,0,100918,39109,1797,1527,66759,0,3852,0,0,5,13541,0,4,3330,,1.1,22128,1,29414,,,,,,39109,https://github.com/apache/incubator-distributedlog.git,3852,118,0
2016-12-01T19:08:15Z,0,23,494,9.7,474,1556,10970,30,bbe71fadd834204b1ce91f13a14babc45452fffb,4593,4593,3310,0,0,277,0,139,122,33,2324,4.2,0,0,9.9,0,465,1.4,0,2416,65,1.47977E+12,0,55325,14545,930,805,25584,0,2100,0,0,5,6832,0,5,755,,1.6,12372,1,12627,,,,,,14545,https://github.com/apache/incubator-edgent.git,2100,50,0
2013-09-09T02:06:41Z,0,6,944,9,1255,4140,3356,4.2,bdb2162ab7a4d56864acd41f5eadcb4af24beb0d,11303,11303,11241,0,0,906,0,276,366,83,4430,4.2,0,0,9.9,0,1146,1.7,0,6447,61,1.37869E+12,0,105541,37883,2172,2015,75985,0,5160,0,0,5,9284,0,5,1185,,1.2,27327,1,32211,,,,,,37883,https://github.com/apache/incubator-fineract.git,5160,76,0
2016-08-04T19:22:45Z,0,0,0,,,0,,,95c48e3f14faf5cdca259d8ec60ec68b640fce1e,,,,0,,0,0,,0,0,0,,0,0,,,,,,,0,,,,,0,0,,,0,0,,1,0,0,1,0,,0,0,1,,,,,,,,https://github.com/apache/incubator-fluo.git,0,0,0
2017-03-15T20:04:30Z,0,28,1500,12.4,1343,4711,13200,14.2,876fffcfaf66bd212b02a931fdd2c69f6e0c297e,16662,16662,16252,0,0,1246,0,37,408,109,5208,4.1,0,0,21.7,0,768,2.1,0,7581,142,1.48959E+12,0,128125,46778,2338,2647,79992,0,6401,0,0,5,15694,0,2,2775,,1.8,44369,1,36492,,,,,,46778,https://github.com/apache/incubator-freemarker.git,6401,190,0
2016-01-02T01:43:39Z,0,2,20,6.5,19,89,227,21.1,7b2224cd7f23df7cc97e8914e63c2b03529e6619,124,124,120,0,0,7,0,7,0,0,0,0,0,0,6.5,0,19,1.6,0,77,4,1.45169E+12,0,1423,466,48,51,848,0,112,0,0,5,237,0,2,30,,2.1,525,1,337,,,,,,466,https://github.com/apache/incubator-gossip.git,112,3,0
2016-12-18T18:59:33Z,0,26,259,6.2,417,773,22686,44.2,4e7f966cf2a0098796e08bb63ebda8de7e23357d,5743,2598,5620,0,0,156,0,140,91,29,1488,1.7,0,0,9.1,0,631,1.6,,3416,4,1.48038E+12,0,89240,6797,327,546,28628,0,1059,0,0,5,1917,0,5,480,,0.6,5340,1,12118,,,,,,6797,https://github.com/apache/incubator-guacamole-client.git,1059,27,0
2015-09-20T04:09:06Z,0,3,233,15.1,143,1026,1053,8.8,26f2c79f9d9c6e9619442bf7c541b15858398f7c,2165,2165,2136,0,0,111,0,18,57,13,1042,6.8,0,0,32.8,0,66,2.1,0,1020,10,1.44262E+12,0,15314,6305,459,709,10957,0,1292,0,0,5,3354,0,2,440,,1.5,5005,1,5044,,,,,,6305,https://github.com/apache/incubator-htrace.git,1292,33,0
2017-03-08T23:17:18Z,0,186,1652,20.4,374,4600,16279,23.6,23d5bda277028ea42b142b221639fd233a08da36,7636,7636,7484,0,0,651,0,59,314,36,12006,13.8,0,0,24.2,0,315,2.8,0,2635,245,1.48889E+12,0,87218,40036,2295,3067,52570,0,6444,0,0,5,19790,0,2,2455,,2,31767,1,36619,,,,,,40036,https://github.com/apache/incubator-joshua.git,6444,192,0
2017-04-19T05:57:04Z,0,59,1750,9.4,1176,4139,7346,9.4,3e16292d9483c69327b592f69242f37d01a4eb55,11016,11016,10106,0,0,1167,0,265,487,110,5480,5,0,0,14,0,789,1.6,0,6361,32,1.49192E+12,0,108969,37747,2498,2554,70958,0,6310,0,0,5,25443,0,5,8925,,1.9,39959,1,30362,,,,,,37747,https://github.com/apache/incubator-metron.git,6310,421,0
2016-07-22T21:56:02Z,0,2,112,10.5,74,453,1174,21.6,6203b6f06177a48c860d63f72afb78eaae556ebc,778,778,704,0,0,77,0,11,25,13,738,8.6,0,0,11.8,0,66,1.8,0,392,0,1.46836E+12,0,8612,2455,268,245,4255,0,592,0,0,5,1342,0,2,280,,2.9,3745,1,2049,,,,,,2455,https://github.com/apache/incubator-mnemonic.git,592,27,0
2013-10-08T00:48:05Z,0,19,564,17,128,1292,907,10.3,7386f5d7edeea21d38e7a6c95e8fbe5e59e27d26,2181,2181,2054,0,0,295,0,5,57,19,708,6.3,0,0,27.3,0,80,2.1,0,959,0,1.38119E+12,0,11279,5349,527,1145,7930,0,1986,0,0,5,6213,0,2,1755,,3.4,8162,1,4806,,,,,,5349,https://github.com/apache/incubator-mrql.git,1986,130,0
2016-05-21T18:37:28Z,0,1,81,8.8,144,213,632,8,63b58698e668729f9f5fb65d5ebc426bf6a8680e,1270,1270,1237,0,0,59,0,22,13,10,277,2.2,0,0,9.7,0,131,1.7,0,730,20,1.46397E+12,0,12444,3416,134,88,7247,0,302,0,0,5,1211,0,2,140,,0.7,1569,1,2812,,,,,,3416,https://github.com/apache/incubator-myriad.git,302,8,0
2013-09-04T23:33:32Z,0,4,62,11.5,26,338,837,31.7,76433fa8992945fe42c081424aeb744ebdf0ac96,300,300,294,0,0,29,0,9,15,8,522,14.8,879,0,13.6,0,22,1.6,0,185,29,1.37833E+12,0,3532,1042,275,63,1800,0,400,0,0,5,556,0,1,0,,6.6,3579,2,907,,,,,,1042,https://github.com/apache/incubator-predictionio-sdk-java.git,400,0,0
2016-01-25T23:32:18Z,0,0,5,7.3,21,23,5,0.5,ae23d8caed5b2c3b5d7d8a0087fc078eadad26e5,153,153,109,0,0,3,0,2,0,0,0,0,0,0,7.7,0,20,1.3,0,87,0,1.43759E+12,0,1203,445,18,7,990,0,28,0,0,3,77,0,1,0,,0.4,114,1,290,,,,,,445,https://github.com/apache/incubator-predictionio-template-java-ecom-recommender.git,28,0,0
2017-02-20T16:43:15Z,0,202,3824,25.3,1119,8816,11669,7.1,f39e4880082f5579db49b29be735977a341c041b,28303,28303,27783,0,0,2699,0,189,3411,311,34707,15.7,0,0,31,0,913,2.7,0,10391,120,1.48758E+12,0,220966,93824,5070,4912,151706,0,13003,0,0,5,50217,0,5,6975,,2.4,107346,1,79564,,,,,,93824,https://github.com/apache/incubator-ranger.git,13003,363,0
2016-10-21T05:05:10Z,0,70,1455,12,941,6022,27354,24,66d8b7f060bddeeb7c50cb0918f98ce3b265c564,11311,11311,10855,0,0,1639,0,162,1240,149,19249,12.7,0,0,16.4,0,690,2,0,5512,228,1.477E+12,0,151064,55938,2994,2762,86599,0,7693,0,0,5,20476,0,5,3830,,2.3,58558,1,40969,,,,,,55938,https://github.com/apache/incubator-rya.git,7693,216,0
2013-05-05T08:24:23Z,0,17,208,5.1,317,799,1744,12.7,2f474503e2da111601bb92ca7186c136ba28e5b0,1630,1630,1534,0,0,159,0,51,18,16,399,1.7,0,0,5.8,0,281,1.4,0,1080,106,1.36518E+12,0,23598,5815,431,339,12024,0,1052,0,0,5,3093,0,2,555,,1.4,4879,1,4241,,,,,,5815,https://github.com/apache/incubator-s4.git,1052,45,0
2016-08-05T10:41:08Z,0,17,487,13.5,388,2269,10161,26.8,fc39238dd7d3674c069a8142312da8c1812bc907,5227,5227,5205,0,0,272,0,67,134,60,3300,6.6,0,0,16,0,327,1.8,0,2865,137,1.46105E+12,0,49962,15847,1319,1283,27684,0,3028,0,0,5,5027,0,2,2775,,1.7,14244,1,12332,,,,,,15847,https://github.com/apache/incubator-samoa.git,3028,272,0
2015-12-16T00:37:59Z,0,80,651,17.2,658,5016,10482,13.4,6cf8625a87e86f037ea480363b52f76a93a94d44,11346,11346,11155,0,0,506,0,74,483,30,11049,10.5,0,0,24.3,0,466,1.6,0,7122,20,1.44735E+12,0,104900,36484,1992,3385,67934,0,5983,0,0,5,7838,0,5,4195,,1.7,34140,1,27593,,,,,,36484,https://github.com/apache/incubator-slider.git,5983,316,0
2015-01-24T22:23:44Z,0,12,812,8.7,474,2055,2545,8,fdb6445ff30134793812856670159f4ade310f5d,4118,4118,4062,0,0,280,0,166,165,73,2580,5.3,0,0,9.4,0,439,1.6,0,2498,59,1.42077E+12,0,48578,15603,1243,1439,29080,0,3033,0,0,5,10020,0,2,1785,,1.7,14945,1,12598,,,,,,15603,https://github.com/apache/incubator-streams.git,3033,166,0
2016-10-07T20:40:18Z,0,140,4393,23.1,2086,21343,44778,16,eceb8a6528f44b8616c49035b9961fc6fbb3d3d1,48158,48158,48094,0,0,4916,0,144,3388,546,41012,11,0,0,33.1,0,1457,2.6,0,18413,316,1.47587E+12,0,372466,138722,6743,14185,235771,0,26300,0,0,5,45062,0,2,7010,,2.2,152334,1,114889,,,,,,138722,https://github.com/apache/incubator-systemml.git,26300,564,0
2016-04-06T06:40:32Z,0,12,844,8.4,628,1542,7820,20.3,64f9774ea0068f8247b7db0bf2d5551073008a35,5300,5300,4947,0,0,353,0,133,333,135,7413,12.3,0,0,9.2,0,577,1.7,0,2976,78,1.45973E+12,0,60129,15808,1359,612,30711,0,2414,0,0,5,12220,0,2,520,,1.6,14992,1,12839,,,,,,15808,https://github.com/apache/incubator-tamaya.git,2414,28,0
2014-02-23T18:37:01Z,0,13,597,9.8,880,3221,7979,10.8,ab206e509b3441b457b8796a694904478034f892,8609,8609,8408,0,0,550,0,107,294,72,5062,5.2,0,0,16.4,0,526,1.7,0,4883,348,1.39318E+12,0,97548,38571,1532,1492,66042,0,3935,0,0,5,7718,0,2,1855,,1.2,23343,1,26334,,,,,,38571,https://github.com/apache/incubator-tez.git,3935,117,0
2013-06-05T16:03:22Z,0,97,2111,10.8,3742,11877,48517,17.7,ad5dbc7c8fa959d2a333d1dc953f85cd14270a5b,40523,40523,37063,0,0,1865,0,377,921,157,14096,3.5,0,0,17.4,0,2333,1.4,0,26703,1032,1.37042E+12,0,398767,119303,4871,6262,225978,0,14127,0,0,5,21421,0,5,2055,,1.1,77015,1,91358,,,,,,119303,https://github.com/apache/incubator-wave.git,14127,139,0
2015-12-29T10:13:15Z,0,152,4284,6.6,6530,13519,30836,9.7,4d18ae816e177ea9a0b73f03db1df7421a947ec6,52124,42919,49751,0,0,2500,0,1202,1479,661,36823,7,0,0,9.9,0,5282,1.6,,31922,1055,1.45138E+12,0,526319,116544,7309,7166,286005,0,18182,0,0,5,61466,0,5,4855,,1.3,113908,1,107583,,,,,,116544,https://github.com/apache/isis.git,18182,379,0
2016-05-09T04:41:50Z,0,123,6342,17,3647,18042,102242,23.2,7b9d0536c6e251e0d97b07030fd947432e76d066,62042,62042,60379,0,0,3692,0,361,2832,434,45289,7.4,0,0,19.9,0,3118,2.1,0,28393,584,1.46159E+12,0,614471,204702,10337,9921,338619,0,24657,0,0,5,68862,0,5,3800,,1.6,160091,1,165461,,,,,,204702,https://github.com/apache/jackrabbit.git,24657,273,0
2014-12-16T05:52:28Z,0,11,647,15.5,531,2303,9489,18,bab3ccba50e181f547d2f9903ff4834d85953697,8205,8205,8142,0,0,755,0,48,270,34,1658,2.2,0,0,18.1,0,454,2.1,0,3800,46,1.41744E+12,0,74485,25718,1094,1213,43214,0,3119,0,0,5,6807,0,5,2375,,1.7,21537,1,20977,,,,,,25718,https://github.com/apache/jackrabbit-filevault.git,3119,169,0
2016-10-20T11:47:47Z,0,11,325,11.2,379,792,3390,11,4f07fa273cfc0f3d574de13ae859bde74d8f96e6,4253,4253,3964,0,0,224,0,25,53,25,747,1.7,0,0,15.3,0,278,1.6,0,2420,8,1.47695E+12,0,44447,14779,508,464,27568,0,1215,0,0,5,4667,0,4,1975,,0.8,6827,1,11754,,,,,,14779,https://github.com/apache/jackrabbit-oak.git,1215,98,0
2012-08-16T09:31:55Z,0,5,165,7.1,297,799,1418,9.4,ad4ac3cebc386faf6482e222e1f8949cc0b51e4c,2117,2117,1870,0,0,170,0,46,8,8,152,0.6,0,0,8.3,0,256,1.2,0,1534,65,1.34511E+12,0,25191,6628,347,414,13737,0,1001,0,0,5,1626,0,5,530,,2,8150,1,5267,,,,,,6628,https://github.com/apache/james-hupa.git,1001,37,0
2011-07-20T18:53:54Z,0,5,269,12.1,281,827,4190,16.5,a25a0b67ed2d59befd71d9cd1bf523a2593eed6e,3413,3413,3347,0,0,273,0,41,177,60,4239,11.4,0,0,13.2,0,258,1.7,0,1965,5,1.31101E+12,0,37296,13861,527,348,21132,0,1158,0,0,5,3201,0,2,975,,1.6,9905,1,10694,,,,,,13861,https://github.com/apache/james-mime4j.git,1158,62,0
2009-09-16T11:10:30Z,0,0,0,,,0,,,382e4dfcb87321354894983f90ffe25a43587c89,,,,0,,0,0,,0,0,0,,0,0,,,,,,,0,,,,,0,0,,,0,0,,1,0,0,1,0,,0,0,1,,,,,,,,https://github.com/apache/james-project.git,0,0,0
2013-04-22T07:01:40Z,0,89,4288,6.5,6845,15129,36178,10.4,063b79539343d2bd94ceb0bf69d812c3c93dfeff,44788,44788,42665,0,0,3908,0,1322,1446,690,29877,5.3,0,0,8.6,0,5189,1.3,0,33406,527,1.36661E+12,0,559240,138721,5417,10504,312819,0,20445,0,0,5,37535,0,5,27910,,1.5,139744,1,99112,,,,,,138721,https://github.com/apache/jclouds.git,20445,1028,0
2012-08-30T15:39:58Z,0,32,352,7.4,523,1931,2440,9.8,4a9583dd7e0a28bb787adad9ea0323d1f632f1b1,3846,3846,3752,0,0,286,0,41,204,67,2910,7.5,0,0,8.9,0,433,1.4,0,2603,20,1.34516E+12,0,38807,10888,1134,888,22495,0,2360,0,0,5,3989,0,5,1020,,2,13214,1,8696,,,,,,10888,https://github.com/apache/jena.git,2360,77,0
2016-04-17T15:36:28Z,0,232,1990,14.6,1355,7118,50466,20.9,fc5d718affd57776c5212af2910c61b99a102c68,44579,19771,44124,0,0,2603,0,255,876,256,42271,13.2,0,0,31.4,0,1445,2.6,,16905,501,1.46088E+12,0,320629,71228,3766,2149,190518,0,9251,0,0,5,25101,0,5,2555,,1.3,71617,1,96435,,,,,,71228,https://github.com/apache/jmeter.git,9251,143,0
2013-07-20T23:59:01Z,0,51,1246,15.2,558,3688,16182,21.6,68b4ff144d154276b26f280ae5cebdc5ea5089ec,8496,8496,8460,0,0,850,0,66,229,66,4829,4.6,0,0,16.9,0,502,2,0,4145,95,1.20682E+12,0,104836,30856,2182,1935,58799,0,5113,0,0,5,13938,0,5,2840,,1.3,22662,1,25385,,,,,,30856,https://github.com/apache/jspwiki.git,5113,179,0
2012-11-28T08:41:58Z,0,0,26,10.6,26,200,253,12.8,3d93852fda00437d71ab05c06b374adac640451a,275,275,273,0,0,23,0,8,0,0,0,0,0,0,11,0,25,1.7,0,159,2,1.33376E+12,0,2910,904,76,133,1720,0,234,0,0,3,412,0,2,130,,1.7,891,1,739,,,,,,904,https://github.com/apache/kafka.git,234,8,0
2016-01-10T08:02:00Z,0,120,2498,12.9,1364,5769,8039,7.6,85cd66e04a8196cfe3aff8dad0bbb066f104e63e,17743,17572,16953,0,0,1654,0,344,957,262,18568,12.6,0,0,15.2,0,1169,2.3,,7321,167,1.45233E+12,0,147652,54312,4154,2372,97855,0,8467,0,0,5,33001,0,5,3340,,2,58017,1,47040,,,,,,54312,https://github.com/apache/karaf.git,8467,200,0
2012-11-29T21:22:24Z,0,0,182,9.1,237,792,1196,9.4,f173ebc8af7d456f672e5a61bd39d51fe20d9430,2146,2146,2142,0,0,232,0,47,146,52,2168,10.9,0,0,9.1,0,236,2,0,1067,2,1.3542E+12,0,19896,5971,523,223,11543,0,980,0,0,4,2498,0,2,115,,2.3,7963,1,5188,,,,,,5971,https://github.com/apache/karaf-cellar.git,980,6,0
2016-04-02T16:47:00Z,0,135,1387,7.7,1065,4521,7613,8.7,148c6adbe0bd2fe72ac0b7a71d3e7f1d8b6d3b35,14329,8235,14188,0,0,1508,0,231,994,190,32650,27.1,0,0,17.2,0,837,2.1,,6769,136,1.45954E+12,0,120451,38076,2417,2153,79796,0,6349,0,0,5,18586,0,5,8515,,1.9,46173,1,37051,,,,,,38076,https://github.com/apache/knox.git,6349,441,0
2015-11-04T09:52:37Z,0,51,958,14.9,787,3648,5443,8.1,0cbaee912ecbc456e27ca604ca7ccfec73594f91,11753,11753,11500,0,0,506,0,128,160,61,4090,4.2,0,0,17.9,0,658,1.9,0,5928,56,1.44429E+12,0,96625,34704,1711,2462,61629,0,4786,0,0,5,11141,0,5,2075,,1.3,23837,1,30337,,,,,,34704,https://github.com/apache/kylin.git,4786,180,0
2015-08-25T12:26:09Z,0,41,944,14.2,777,4366,12260,14.3,d3ba5a3845fdd1a90596f04ac979ab54bc1e65ad,11026,11026,10760,0,0,1263,0,140,288,55,3457,2.8,0,0,17.3,0,638,1.9,0,5795,61,1.44039E+12,0,122046,45037,1518,2493,73556,0,5376,0,0,5,11477,0,5,1115,,1.7,37251,1,36079,,,,,,45037,https://github.com/apache/lens.git,5376,66,0
2005-02-24T20:23:30Z,0,62,859,12.1,463,2586,10037,22.1,1263b7d09b06cea5b7654c871b7e749eb2b42c06,6095,5624,6072,0,0,423,0,69,112,36,2187,3.1,0,0,13.4,0,455,2,,3042,98,1.10876E+12,0,71623,19875,1428,1532,35472,0,3543,0,0,5,10180,0,5,1310,,1.9,20186,1,16865,,,,,,19875,https://github.com/apache/lenya.git,3543,98,0
2002-10-09T20:38:26Z,0,101,615,11.3,365,2480,8718,26.6,6583ebca843d045cc88b6fbd7445426c78b2e8d4,4142,4142,4042,0,0,282,0,60,68,42,1474,3.2,0,0,13.9,0,297,1.8,0,2223,40,1.0342E+12,0,45383,14294,1546,1198,24075,0,3167,0,0,5,9330,0,5,900,,2.4,17209,1,11086,,,,,,14294,https://github.com/apache/log4j.git,3167,72,0
